Ссылка,Раздел,Уровень,Группа,Видимость,Родитель по полю раздел,min,max
subopts-for-4175,Agroplus,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m1920,Agroplus 75,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 85,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 87,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 90,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 95,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 310,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175m1920,Agroplus 320,Level: 4,Group: 2,hidden,Agroplus,0,0
subopts-for-4175,Agrosky,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175,Agrostar,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m804,Agrostar DX,Level: 4,Group: 2,hidden,Agrostar,0,0
subopts-for-4175m20374,Agrostar DX 6.11,Level: 5,Group: 2,hidden,Agrostar DX,0,0
subopts-for-4175,Agrotrac,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175,Agrotron,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m1775,Agrotron 105,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 106,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 120,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 130,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 135,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 150,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 165,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 200,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 215,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 260,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 620,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 630,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 6155,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 6160,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 6185,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 6190,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 7250,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron 9340,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron K,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m7999,Agrotron K 100,Level: 5,Group: 2,hidden,Agrotron K,0,0
subopts-for-4175m7999,Agrotron K 110,Level: 5,Group: 2,hidden,Agrotron K,0,0
subopts-for-4175m7999,Agrotron K 120,Level: 5,Group: 2,hidden,Agrotron K,0,0
subopts-for-4175m7999,Agrotron K 420,Level: 5,Group: 2,hidden,Agrotron K,0,0
subopts-for-4175m1775,Agrotron L,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m1775,Agrotron M,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m7996,Agrotron M 600,Level: 5,Group: 2,hidden,Agrotron M,0,0
subopts-for-4175m7996,Agrotron M 620,Level: 5,Group: 2,hidden,Agrotron M,0,0
subopts-for-4175m7996,Agrotron M 650,Level: 5,Group: 2,hidden,Agrotron M,0,0
subopts-for-4175m1775,Agrotron TTV,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m7994,Agrotron TTV 420,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 430,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 610,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 620,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 630,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 1145,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m7994,Agrotron TTV 1160,Level: 5,Group: 2,hidden,Agrotron TTV,0,0
subopts-for-4175m1775,Agrotron X,Level: 4,Group: 2,hidden,Agrotron,0,0
subopts-for-4175m7997,Agrotron X710,Level: 5,Group: 2,hidden,Agrotron X,0,0
subopts-for-4175m7997,Agrotron X720,Level: 5,Group: 2,hidden,Agrotron X,0,0
subopts-for-4175,DX  series,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m1777,DX 3.10,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 3.50,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 3.60,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 3.65,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 3.70,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 3.90,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 4.70,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 6.10,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 6.30,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 6.50,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 85,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175m1777,DX 90,Level: 4,Group: 2,hidden,DX  series,0,0
subopts-for-4175,D  series,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m1776,D 30,Level: 4,Group: 2,hidden,D  series,0,0
subopts-for-4175m1776,D 4005,Level: 4,Group: 2,hidden,D  series,0,0
subopts-for-4175,HD,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175,KM,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175,K  series,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m2002,K 110,Level: 4,Group: 2,hidden,K  series,0,0
subopts-for-4175,M  series,Level: 3,Group: 2,hidden,Deutz-Fahr,0,0
subopts-for-4175m1921,M 640,Level: 4,Group: 2,hidden,M  series,0,0
with-found-stat with-found-stat,Dongfeng,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Doppstadt,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EGHOLM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ERKUNT,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Ebro,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Eicher,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Eurotrac,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5684,F-series,Level: 3,Group: 2,hidden,Eurotrac,0,0
subopts-for-5684m30340,F40,Level: 4,Group: 2,hidden,F-series,0,0
with-found-stat with-found-stat,FARMLEAD,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FARMTRAC,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,FIAT,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2558,G-series,Level: 3,Group: 2,hidden,FIAT,0,0
with-found-stat with-found-stat,FM World,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,FORDSON,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4089,Major,Level: 3,Group: 2,hidden,FORDSON,0,0
with-found-stat with-found-stat,Farmall,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Fendt,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2556,Dieselross,Level: 3,Group: 2,hidden,Fendt,0,0
subopts-for-2556m20978,Dieselross F28,Level: 4,Group: 2,hidden,Dieselross,0,0
subopts-for-2556,F-series,Level: 3,Group: 2,hidden,Fendt,0,0
subopts-for-2556m20979,F345GT,Level: 4,Group: 2,hidden,F-series,0,0
subopts-for-2556m20979,F395GT,Level: 4,Group: 2,hidden,F-series,0,0
subopts-for-2556m20979,Farmer,Level: 4,Group: 2,hidden,F-series,0,0
subopts-for-2556m2190,Farmer 3S,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 103,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 105,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 108,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 201,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 304,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 305,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 306,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 307,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 308,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 309,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 310,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 312,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m2190,Farmer 412,Level: 5,Group: 2,hidden,Farmer,0,0
subopts-for-2556m20979,Favorit,Level: 4,Group: 2,hidden,F-series,0,0
subopts-for-2556m2191,Favorit 510C,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 512C,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 610,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 611,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 612,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 614,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 816,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 818,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 822,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556m2191,Favorit 824,Level: 5,Group: 2,hidden,Favorit,0,0
subopts-for-2556,Vario,Level: 3,Group: 2,hidden,Fendt,0,0
subopts-for-2556m2192,Vario 209,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 210,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 211,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 310,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 312,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 313,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 412,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 415,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 512,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 516,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 711,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 712,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 714,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 716,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 718,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 720,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 722,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 724,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 818,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 820,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 824,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 826,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 828,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 924,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 926,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 930,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 933,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 936,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556m2192,Vario 939,Level: 4,Group: 2,hidden,Vario,0,0
subopts-for-2556,Xylon,Level: 3,Group: 2,hidden,Fendt,0,0
subopts-for-2556m2193,Xylon 520,Level: 4,Group: 2,hidden,Xylon,0,0
subopts-for-2556m2193,Xylon 522,Level: 4,Group: 2,hidden,Xylon,0,0
subopts-for-2556m2193,Xylon 524,Level: 4,Group: 2,hidden,Xylon,0,0
with-found-stat with-found-stat,Ferrari,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Fjärås,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Ford,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2566,2000,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,3000,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,4000,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,4600,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,5000,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,5600,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,5610,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,6600,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,6610,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,6640,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,7710,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,8210,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,8630,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,8730,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566,TW,Level: 3,Group: 2,hidden,Ford,0,0
subopts-for-2566m14220,TW15,Level: 4,Group: 2,hidden,TW,0,0
subopts-for-2566m14220,TW25,Level: 4,Group: 2,hidden,TW,0,0
subopts-for-2566m14220,TW30,Level: 4,Group: 2,hidden,TW,0,0
subopts-for-2566m14220,TW35,Level: 4,Group: 2,hidden,TW,0,0
with-found-stat with-found-stat,Fort,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Fortschritt,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Foton,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2568,FT,Level: 3,Group: 2,hidden,Foton,0,0
subopts-for-2568m21592,FT 354,Level: 4,Group: 2,hidden,FT,0,0
subopts-for-2568m21592,FT 454,Level: 4,Group: 2,hidden,FT,0,0
with-found-stat,GOLDONI,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5557,Transcar,Level: 3,Group: 2,hidden,GOLDONI,0,0
with-found-stat with-found-stat,GREGOIRE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GUTBROD,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Gehl,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3023,AL,Level: 3,Group: 2,hidden,Gehl,0,0
subopts-for-3023m3155,AL140,Level: 4,Group: 2,hidden,AL,0,0
with-found-stat with-found-stat,Grizzly,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Güldner,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,HANOMAG,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2596,B-series,Level: 3,Group: 2,hidden,HANOMAG,0,0
subopts-for-2596,D-series,Level: 3,Group: 2,hidden,HANOMAG,0,0
with-found-stat with-found-stat,HERKULES,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,HINOMOTO,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4359,C-series,Level: 3,Group: 2,hidden,HINOMOTO,0,0
subopts-for-4359m22607,C144,Level: 4,Group: 2,hidden,C-series,0,0
subopts-for-4359m22607,C172,Level: 4,Group: 2,hidden,C-series,0,0
subopts-for-4359m22607,C174,Level: 4,Group: 2,hidden,C-series,0,0
subopts-for-4359m22607,CX,Level: 4,Group: 2,hidden,C-series,0,0
subopts-for-4359,E-series,Level: 3,Group: 2,hidden,HINOMOTO,0,0
subopts-for-4359m22599,E14,Level: 4,Group: 2,hidden,E-series,0,0
subopts-for-4359m22599,E2304,Level: 4,Group: 2,hidden,E-series,0,0
subopts-for-4359,N-series,Level: 3,Group: 2,hidden,HINOMOTO,0,0
subopts-for-4359m22612,N189,Level: 4,Group: 2,hidden,N-series,0,0
subopts-for-4359m22612,N239,Level: 4,Group: 2,hidden,N-series,0,0
with-found-stat with-found-stat,HUAXIA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,HURLIMANN,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4064,H-series,Level: 3,Group: 2,hidden,HURLIMANN,0,0
with-found-stat with-found-stat,Hako,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Hattat,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Holder,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Holmer,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2607,Terra,Level: 3,Group: 2,hidden,Holmer,0,0
with-found-stat,Honda,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4015,TX,Level: 3,Group: 2,hidden,Honda,0,0
subopts-for-4015m3546,TX20,Level: 4,Group: 2,hidden,TX,0,0
with-found-stat,Husqvarna,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4692,R-series,Level: 3,Group: 2,hidden,Husqvarna,0,0
with-found-stat with-found-stat,IHC,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,IVECO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,International,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2614,624,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,743,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,744,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,784,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,844,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,885,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,955,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,956,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,1055,Level: 3,Group: 2,hidden,International,0,0
subopts-for-2614,1255,Level: 3,Group: 2,hidden,International,0,0
with-found-stat,Iseki,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3868,SXG,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m23318,SXG 216,Level: 4,Group: 2,hidden,SXG,0,0
subopts-for-3868,TA,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3549,TA235,Level: 4,Group: 2,hidden,TA,0,0
subopts-for-3868m3549,TA247,Level: 4,Group: 2,hidden,TA,0,0
subopts-for-3868,TF,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3557,TF19,Level: 4,Group: 2,hidden,TF,0,0
subopts-for-3868,TG,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868,TH,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3555,TH4330,Level: 4,Group: 2,hidden,TH,0,0
subopts-for-3868,TM,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3553,TM 3215,Level: 4,Group: 2,hidden,TM,0,0
subopts-for-3868,TU,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3550,TU 145,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 170,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 175,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 185,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 1500,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 1600,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 1700,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868m3550,TU 1900,Level: 4,Group: 2,hidden,TU,0,0
subopts-for-3868,TX,Level: 3,Group: 2,hidden,Iseki,0,0
subopts-for-3868m3551,TX 1210,Level: 4,Group: 2,hidden,TX,0,0
subopts-for-3868m3551,TX 1300,Level: 4,Group: 2,hidden,TX,0,0
subopts-for-3868m3551,TX 1410,Level: 4,Group: 2,hidden,TX,0,0
subopts-for-3868m3551,TX 1500,Level: 4,Group: 2,hidden,TX,0,0
subopts-for-3868m3551,TX 1510,Level: 4,Group: 2,hidden,TX,0,0
with-found-stat with-found-stat,JANSEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,JCB,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2618,155,Level: 3,Group: 2,hidden,JCB,0,0
subopts-for-2618,8310,Level: 3,Group: 2,hidden,JCB,0,0
subopts-for-2618,Fastrac,Level: 3,Group: 2,hidden,JCB,0,0
subopts-for-2618m99,Fastrac 2150,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 2155,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 2170,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 3200,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 3220,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 3230,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 8250,Level: 4,Group: 2,hidden,Fastrac,0,0
subopts-for-2618m99,Fastrac 8310,Level: 4,Group: 2,hidden,Fastrac,0,0
with-found-stat,JINMA,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4535,254,Level: 3,Group: 2,hidden,JINMA,0,0
with-found-stat with-found-stat,Jeep,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,John Deere,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2619,410,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,1026 R,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,1040,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,1640,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,1950,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2026 R,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2030,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2032,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2130,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2140,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2250,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2520,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2650,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2850,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3025,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3038 E,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3040,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3046 R,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3050,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3130,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3135,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3140,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3200,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3350,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3640,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3650,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4040,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4430,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4650,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4755,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5050 E,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5055 E,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5065 E,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5075,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619m36215,5075 E,Level: 4,Group: 2,hidden,5075,0,0
subopts-for-2619m36215,5075 M,Level: 4,Group: 2,hidden,5075,0,0
subopts-for-2619,5080,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619m36218,5080 G,Level: 4,Group: 2,hidden,5080,0,0
subopts-for-2619m36218,5080 M,Level: 4,Group: 2,hidden,5080,0,0
subopts-for-2619m36218,5080 R,Level: 4,Group: 2,hidden,5080,0,0
subopts-for-2619,5085 M,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5090,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619m36221,5090 GV,Level: 4,Group: 2,hidden,5090,0,0
subopts-for-2619m36221,5090 M,Level: 4,Group: 2,hidden,5090,0,0
subopts-for-2619m36221,5090 R,Level: 4,Group: 2,hidden,5090,0,0
subopts-for-2619,5100,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619m36203,5100 M,Level: 4,Group: 2,hidden,5100,0,0
subopts-for-2619m36203,5100 R,Level: 4,Group: 2,hidden,5100,0,0
subopts-for-2619,5115,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5403,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5620,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5720,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5820,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,6090,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619m36224,6090 MC,Level: 4,Group: 2,hidden,6090,0,0
subopts-for-2619m36224,6090 RC,Level: 4,Group: 2,hidden,6090,0,0
subopts-for-2619,6100,Level: 3,Group: 2,hidden,John Deere,0,0
